player_id,player_display_name,position,team,season,week,season_type,passing_yards,passing_tds,rushing_yards,rushing_tds,receiving_yards,receiving_tds
00-0039793,AJ Barner,TE,SEA,2026,3,REG,0,0,0,0,23,0
00-0039794,Braelon Allen,RB,NYJ,2026,3,REG,0,0,30,0,17,0
00-0039849,Marvin Harrison Jr.,WR,ARI,2026,3,REG,0,0,0,0,44,0
00-0039851,Drake Maye,QB,NE,2026,3,REG,268,2,45,0,0,0
00-0039875,Ray Davis,RB,BUF,2026,3,REG,0,0,0,0,0,0
00-0039880,Malik Washington,WR,MIA,2026,3,REG,0,0,20,0,12,0
00-0039890,Adonai Mitchell,WR,IND,2026,3,REG,0,0,0,0,0,0
00-0039893,Brian Thomas Jr.,WR,JAX,2026,3,REG,0,0,0,0,55,0
00-0039915,Ladd McConkey,WR,LAC,2026,3,REG,0,0,0,0,41,0
00-0039918,Caleb Williams,QB,CHI,2026,3,REG,298,4,12,0,0,0
00-0039919,Rome Odunze,WR,CHI,2026,3,REG,0,0,0,0,62,1
00-0040122,Ashton Jeanty,RB,LV,2026,3,REG,0,0,63,0,0,0
00-0040124,Tetairoa McMillan,WR,CAR,2026,3,REG,0,0,0,0,48,0
00-0040126,Colston Loveland,TE,CHI,2026,3,REG,0,0,0,0,31,0
00-0040128,Tyler Warren,TE,IND,2026,3,REG,0,0,0,0,38,0
00-0040129,Emeka Egbuka,WR,TB,2026,3,REG,0,0,0,0,85,0
00-0040162,Dylan Sampson,RB,CLE,2026,3,REG,0,0,2,0,0,0
00-0040179,DJ Giddens,RB,IND,2026,3,REG,0,0,3,0,0,0
00-0040236,Kyle Monangai,RB,CHI,2026,3,REG,0,0,16,0,4,0
00-0040242,Jacory Croskey-Merritt,RB,WAS,2026,3,REG,0,0,26,1,5,0
00-0040583,Woody Marks,RB,HOU,2026,3,REG,0,0,27,0,9,0
00-0040584,Gunnar Helm,TE,TEN,2026,3,REG,0,0,0,0,27,0
00-0040663,Harold Fannin Jr.,TE,CLE,2026,3,REG,0,0,0,0,25,0
00-0040666,Omarion Hampton,RB,LAC,2026,3,REG,0,0,70,1,59,0
00-0040676,Cam Ward,QB,TEN,2026,3,REG,219,1,12,0,0,0
00-0040691,Jaxson Dart,QB,NYG,2026,3,REG,0,0,3,0,0,0
00-0040715,Cam Skattebo,RB,NYG,2026,3,REG,0,0,60,1,61,0
00-0040719,Bhayshul Tuten,RB,JAX,2026,3,REG,0,0,21,1,0,0
00-0040730,RJ Harvey,RB,DEN,2026,3,REG,0,0,2,0,14,0
00-0040734,TreVeyon Henderson,RB,NE,2026,3,REG,0,0,28,0,19,0
00-0040735,Luther Burden III,WR,CHI,2026,3,REG,0,0,7,0,101,1
00-0040736,Mason Taylor,TE,NYJ,2026,3,REG,0,0,0,0,18,0
00-0040743,Tyler Shough,QB,NO,2026,3,REG,0,0,0,0,0,0
00-0040784,Quinshon Judkins,RB,CLE,2026,3,REG,0,0,94,1,1,0
00-0023459,Aaron Rodgers,QB,PIT,2026,4,REG,200,1,8,0,0,0
00-0026498,Matthew Stafford,QB,LA,2026,4,REG,375,3,4,0,0,0
00-0030506,Travis Kelce,TE,KC,2026,4,REG,0,0,0,0,48,0
00-0030565,Geno Smith,QB,LV,2026,4,REG,117,2,31,0,0,0
00-0031381,Davante Adams,WR,LA,2026,4,REG,0,0,0,0,56,1
00-0031588,Stefon Diggs,WR,NE,2026,4,REG,0,0,0,0,101,0
00-0032764,Derrick Henry,RB,BAL,2026,4,REG,0,0,42,0,16,0
00-0033077,Dak Prescott,QB,DAL,2026,4,REG,319,3,2,1,0,0
00-0033090,Hunter Henry,TE,NE,2026,4,REG,0,0,0,0,39,1
00-0033106,Jared Goff,QB,DET,2026,4,REG,168,2,0,0,0,0
00-0033280,Christian McCaffrey,RB,SF,2026,4,REG,0,0,49,0,92,1
00-0033526,Samaje Perine,RB,CIN,2026,4,REG,0,0,4,0,0,0
00-0033873,Patrick Mahomes,QB,KC,2026,4,REG,270,4,5,0,0,0
00-0033881,Evan Engram,TE,DEN,2026,4,REG,0,0,0,0,29,0
00-0033906,Alvin Kamara,RB,NO,2026,4,REG,0,0,70,0,2,0
00-0033921,Chris Godwin Jr.,WR,TB,2026,4,REG,0,0,0,0,26,0
00-0034348,Courtland Sutton,WR,DEN,2026,4,REG,0,0,0,0,81,1
00-0034351,Dallas Goedert,TE,PHI,2026,4,REG,0,0,0,0,37,2
00-0034383,Dalton Schultz,TE,HOU,2026,4,REG,0,0,0,0,30,0
00-0034753,Mark Andrews,TE,BAL,2026,4,REG,0,0,0,0,30,0
00-0034796,Lamar Jackson,QB,BAL,2026,4,REG,147,1,48,0,0,0
00-0034827,DJ Moore,WR,CHI,2026,4,REG,0,0,0,0,38,0
00-0034829,Mike Gesicki,TE,CIN,2026,4,REG,0,0,0,0,8,0
00-0034844,Saquon Barkley,RB,PHI,2026,4,REG,0,0,43,1,31,0
00-0034855,Baker Mayfield,QB,TB,2026,4,REG,289,2,13,0,0,0
00-0034857,Josh Allen,QB,BUF,2026,4,REG,209,2,45,1,0,0
00-0034869,Sam Darnold,QB,SEA,2026,4,REG,242,1,24,0,0,0
00-0034975,Justice Hill,RB,BAL,2026,4,REG,0,0,76,1,41,1
00-0035228,Kyler Murray,QB,ARI,2026,4,REG,200,2,41,0,0,0
00-0035229,T.J. Hockenson,TE,MIN,2026,4,REG,0,0,0,0,39,0
00-0035261,Tony Pollard,RB,TEN,2026,4,REG,0,0,64,0,12,0
00-0035535,Darius Slayton,WR,NYG,2026,4,REG,0,0,0,0,44,0
00-0035640,DK Metcalf,WR,PIT,2026,4,REG,0,0,0,0,126,1
00-0035676,A.J. Brown,WR,PHI,2026,4,REG,0,0,0,0,7,0
00-0035685,David Montgomery,RB,DET,2026,4,REG,0,0,12,0,0,0
00-0035700,Josh Jacobs,RB,GB,2026,4,REG,0,0,86,2,71,0
00-0035710,Daniel Jones,QB,IND,2026,4,REG,262,1,-1,0,0,0
00-0035719,Deebo Samuel Sr.,WR,WAS,2026,4,REG,0,0,9,0,72,1
00-0036040,Juwan Johnson,TE,NO,2026,4,REG,0,0,0,0,28,0
00-0036139,Rico Dowdle,RB,CAR,2026,4,REG,0,0,32,0,-2,0
00-0036158,J.K. Dobbins,RB,DEN,2026,4,REG,0,0,101,0,4,0
00-0036212,Tua Tagovailoa,QB,MIA,2026,4,REG,177,2,6,0,0,0
00-0036223,Jonathan Taylor,RB,IND,2026,4,REG,0,0,76,0,20,0
00-0036244,Colby Parkinson,TE,LA,2026,4,REG,0,0,0,0,17,0
00-0036252,Michael Pittman,WR,IND,2026,4,REG,0,0,0,0,41,1
00-0036264,Jordan Love,QB,GB,2026,4,REG,337,3,28,0,0,0
00-0036275,D'Andre Swift,RB,CHI,2026,4,REG,0,0,38,1,22,0
00-0036322,Justin Jefferson,WR,MIN,2026,4,REG,0,0,0,0,126,0
00-0036355,Justin Herbert,QB,LAC,2026,4,REG,203,1,24,0,0,0
00-0036389,Jalen Hurts,QB,PHI,2026,4,REG,130,2,62,0,0,0
00-0036407,Jerry Jeudy,WR,CLE,2026,4,REG,0,0,0,0,48,0
00-0036410,Tee Higgins,WR,CIN,2026,4,REG,0,0,0,0,32,0
00-0036550,Rashod Bateman,WR,BAL,2026,4,REG,0,0,0,0,24,0
00-0036554,Nico Collins,WR,HOU,2026,4,REG,0,0,0,0,79,0
00-0036555,Chuba Hubbard,RB,CAR,2026,4,REG,0,0,49,0,20,0
00-0036613,Jaylen Waddle,WR,MIA,2026,4,REG,0,0,0,0,48,0
00-0036875,Rhamondre Stevenson,RB,NE,2026,4,REG,0,0,38,0,3,0
00-0036900,Ja'Marr Chase,WR,CIN,2026,4,REG,0,0,0,0,23,0
00-0036912,DeVonta Smith,WR,PHI,2026,4,REG,0,0,0,0,29,0
00-0036919,Kenny Gainwell,RB,PIT,2026,4,REG,0,0,99,2,35,0
00-0036963,Amon-Ra St. Brown,WR,DET,2026,4,REG,0,0,0,0,70,2
00-0036970,Kyle Pitts,TE,ATL,2026,4,REG,0,0,0,0,70,1
00-0036971,Trevor Lawrence,QB,JAX,2026,4,REG,174,1,7,0,0,0
00-0036973,Travis Etienne,RB,JAX,2026,4,REG,0,0,124,1,1,0
00-0036997,Javonte Williams,RB,DAL,2026,4,REG,0,0,85,1,15,0
00-0037005,Tommy Tremble,TE,CAR,2026,4,REG,0,0,0,0,42,1
00-0037197,Isiah Pacheco,RB,KC,2026,4,REG,0,0,35,0,13,1
00-0037238,Drake London,WR,ATL,2026,4,REG,0,0,0,0,110,1
00-0037239,Chris Olave,WR,NO,2026,4,REG,0,0,0,0,20,1
00-0037240,Jameson Williams,WR,DET,2026,4,REG,0,0,-3,0,40,0
00-0037247,George Pickens,WR,DAL,2026,4,REG,0,0,0,0,134,2
00-0037248,James Cook,RB,BUF,2026,4,REG,0,0,117,1,18,0
00-0037256,Rachaad White,RB,TB,2026,4,REG,0,0,17,0,29,0
00-0037261,Khalil Shakir,WR,BUF,2026,4,REG,0,0,0,0,69,1
00-0037263,Tyler Allgeier,RB,ATL,2026,4,REG,0,0,51,1,0,0
00-0037291,Jalen Nailor,WR,MIN,2026,4,REG,0,0,0,0,2,1
00-0037525,Jordan Mason,RB,MIN,2026,4,REG,0,0,57,0,15,0
00-0037545,Rashid Shaheed,WR,NO,2026,4,REG,0,0,5,0,47,0
00-0037666,Jalen Tolbert,WR,DAL,2026,4,REG,0,0,0,0,61,0
00-0037740,Garrett Wilson,WR,NYJ,2026,4,REG,0,0,0,0,82,1
00-0037741,Jahan Dotson,WR,PHI,2026,4,REG,0,0,0,0,0,0
00-0037744,Trey McBride,TE,ARI,2026,4,REG,0,0,0,0,52,0
00-0037746,Brian Robinson,RB,SF,2026,4,REG,0,0,21,0,0,0
00-0037809,Chig Okonkwo,TE,TEN,2026,4,REG,0,0,0,0,4,0
00-0037816,Romeo Doubs,WR,GB,2026,4,REG,0,0,0,0,58,3
00-0037834,Brock Purdy,QB,SF,2026,4,REG,309,2,13,0,0,0
00-0037840,Kyren Williams,RB,LA,2026,4,REG,0,0,77,0,17,0
00-0038041,Jake Ferguson,TE,DAL,2026,4,REG,0,0,0,0,40,1
00-0038117,Wan'Dale Robinson,WR,NYG,2026,4,REG,0,0,0,0,14,0
00-0038120,Breece Hall,RB,NYJ,2026,4,REG,0,0,81,0,30,0
00-0038129,Cade Otton,TE,TB,2026,4,REG,0,0,0,0,9,0
00-0038134,Kenneth Walker III,RB,SEA,2026,4,REG,0,0,81,0,29,0
00-0038393,Dontayvion Wicks,WR,GB,2026,4,REG,0,0,0,0,19,0
00-0038542,Bijan Robinson,RB,ATL,2026,4,REG,0,0,75,1,106,0
00-0038543,Jaxon Smith-Njigba,WR,SEA,2026,4,REG,0,0,11,0,79,0
00-0038544,Quentin Johnston,WR,LAC,2026,4,REG,0,0,0,0,98,1
00-0038555,Tank Bigsby,RB,PHI,2026,4,REG,0,0,0,0,0,0
00-0038559,Michael Wilson,WR,ARI,2026,4,REG,0,0,0,0,15,0
00-0038563,Tre Tucker,WR,LV,2026,4,REG,0,0,9,0,13,0
00-0038597,Chase Brown,RB,CIN,2026,4,REG,0,0,40,0,31,0
00-0038606,Parker Washington,WR,JAX,2026,4,REG,0,0,-1,0,0,0
00-0038611,Chris Rodriguez Jr.,RB,WAS,2026,4,REG,0,0,59,0,0,0
00-0038618,Xavier Hutchinson,WR,HOU,2026,4,REG,0,0,0,0,17,0
00-0038705,Emari Demercado,RB,ARI,2026,4,REG,0,0,8,0,13,1
00-0038933,Dalton Kincaid,TE,BUF,2026,4,REG,0,0,0,0,28,1
00-0038935,Brenton Strange,TE,JAX,2026,4,REG,0,0,0,0,45,0
00-0038994,Jordan Addison,WR,MIN,2026,4,REG,0,0,0,0,114,0
00-0038996,Tucker Kraft,TE,GB,2026,4,REG,0,0,0,0,56,0
00-0038997,Josh Downs,WR,IND,2026,4,REG,0,0,0,0,24,0
00-0039040,De'Von Achane,RB,MIA,2026,4,REG,0,0,99,1,2,0
00-0039064,Zay Flowers,WR,BAL,2026,4,REG,0,0,0,0,74,0
00-0039065,Sam LaPorta,TE,DET,2026,4,REG,0,0,0,0,39,0
00-0039075,Puka Nacua,WR,LA,2026,4,REG,0,0,0,0,170,1
00-0039139,Jahmyr Gibbs,RB,DET,2026,4,REG,0,0,91,1,6,0
00-0039150,Bryce Young,QB,CAR,2026,4,REG,150,1,3,0,0,0
00-0039163,C.J. Stroud,QB,HOU,2026,4,REG,233,2,11,0,0,0
00-0039165,Zach Charbonnet,RB,SEA,2026,4,REG,0,0,39,1,5,0
00-0039337,Malik Nabers,WR,NYG,2026,4,REG,0,0,0,0,20,0
00-0039338,Brock Bowers,TE,LV,2026,4,REG,0,0,0,0,46,0
00-0039361,Bucky Irving,RB,TB,2026,4,REG,0,0,63,0,102,1
00-0039732,Bo Nix,QB,DEN,2026,4,REG,326,2,7,1,0,0
00-0039738,Blake Corum,RB,LA,2026,4,REG,0,0,21,0,-5,0
00-0039793,AJ Barner,TE,SEA,2026,4,REG,0,0,0,0,32,1
00-0039794,Braelon Allen,RB,NYJ,2026,4,REG,0,0,26,0,0,0
00-0039849,Marvin Harrison Jr.,WR,ARI,2026,4,REG,0,0,0,0,66,1
00-0039851,Drake Maye,QB,NE,2026,4,REG,203,2,11,1,0,0
00-0039875,Ray Davis,RB,BUF,2026,4,REG,0,0,3,0,0,0
00-0039880,Malik Washington,WR,MIA,2026,4,REG,0,0,8,0,13,0
00-0039890,Adonai Mitchell,WR,IND,2026,4,REG,0,0,0,0,96,0
00-0039893,Brian Thomas Jr.,WR,JAX,2026,4,REG,0,0,7,0,49,0
00-0039894,Xavier Worthy,WR,KC,2026,4,REG,0,0,38,0,83,0
00-0039915,Ladd McConkey,WR,LAC,2026,4,REG,0,0,0,0,11,0
00-0039918,Caleb Williams,QB,CHI,2026,4,REG,212,1,13,0,0,0
00-0039919,Rome Odunze,WR,CHI,2026,4,REG,0,0,0,0,69,1
00-0040122,Ashton Jeanty,RB,LV,2026,4,REG,0,0,138,1,17,2
00-0040124,Tetairoa McMillan,WR,CAR,2026,4,REG,0,0,0,0,62,0
00-0040128,Tyler Warren,TE,IND,2026,4,REG,0,0,3,1,70,0
00-0040129,Emeka Egbuka,WR,TB,2026,4,REG,0,0,0,0,101,1
00-0040162,Dylan Sampson,RB,CLE,2026,4,REG,0,0,-2,0,0,0
00-0040236,Kyle Monangai,RB,CHI,2026,4,REG,0,0,18,0,0,0
00-0040242,Jacory Croskey-Merritt,RB,WAS,2026,4,REG,0,0,47,0,10,0
00-0040583,Woody Marks,RB,HOU,2026,4,REG,0,0,69,1,50,1
00-0040584,Gunnar Helm,TE,TEN,2026,4,REG,0,0,0,0,12,0
00-0040663,Harold Fannin Jr.,TE,CLE,2026,4,REG,0,0,1,0,24,0
00-0040666,Omarion Hampton,RB,LAC,2026,4,REG,0,0,128,1,37,0
00-0040676,Cam Ward,QB,TEN,2026,4,REG,108,0,22,0,0,0
00-0040691,Jaxson Dart,QB,NYG,2026,4,REG,111,1,54,1,0,0
00-0040715,Cam Skattebo,RB,NYG,2026,4,REG,0,0,79,0,11,0
00-0040719,Bhayshul Tuten,RB,JAX,2026,4,REG,0,0,14,0,8,0
00-0040730,RJ Harvey,RB,DEN,2026,4,REG,0,0,58,0,40,1
00-0040734,TreVeyon Henderson,RB,NE,2026,4,REG,0,0,32,1,14,0
00-0040735,Luther Burden III,WR,CHI,2026,4,REG,0,0,0,0,-4,0
00-0040736,Mason Taylor,TE,NYJ,2026,4,REG,0,0,0,0,65,0
00-0040784,Quinshon Judkins,RB,CLE,2026,4,REG,0,0,82,1,33,0
